project_id,date,progress_percent,daily_cost,number_of_workers
11,2024-02-11,68.86,58218,134
11,2024-02-12,68.98,111320,325
11,2024-02-13,69.23,54992,423
11,2024-02-14,69.41,143329,351
11,2024-02-15,69.61,104079,379
11,2024-02-16,69.78,98195,312
11,2024-02-17,69.89,143491,440
11,2024-02-18,70.08,72256,369
11,2024-02-19,70.18,142178,152
11,2024-02-20,70.41,101012,476
11,2024-02-21,70.62,100675,496
11,2024-02-22,70.68,75567,260
11,2024-02-23,70.79,114415,391
11,2024-02-24,70.93,144069,496
11,2024-02-25,71.17,111110,432
11,2024-02-26,71.33,129655,206
11,2024-02-27,71.39,115305,490
11,2024-02-28,71.5,123764,303
11,2024-02-29,71.74,86327,124
11,2024-03-01,71.93,135066,333
11,2024-03-02,72.13,98491,102
11,2024-03-03,72.31,72657,149
11,2024-03-04,72.42,67950,468
11,2024-03-05,72.56,132891,448
11,2024-03-06,72.63,139215,231
11,2024-03-07,72.77,120004,283
11,2024-03-08,73.0,135711,381
11,2024-03-09,73.1,113826,276
11,2024-03-10,73.25,130569,170
11,2024-03-11,73.38,87745,306
11,2024-03-12,73.43,84798,172
11,2024-03-13,73.58,61505,220
11,2024-03-14,73.63,144459,449
11,2024-03-15,73.85,99828,374
11,2024-03-16,73.96,68816,277
11,2024-03-17,74.05,110262,265
11,2024-03-18,74.25,118591,112
11,2024-03-19,74.39,52195,253
11,2024-03-20,74.49,101164,256
11,2024-03-21,74.66,50096,165
11,2024-03-22,74.8,81289,103
11,2024-03-23,75.02,103564,168
11,2024-03-24,75.26,134552,199
11,2024-03-25,75.47,143260,181
11,2024-03-26,75.68,77318,231
11,2024-03-27,75.8,145478,294
11,2024-03-28,75.97,144682,302
11,2024-03-29,76.19,81757,368
11,2024-03-30,76.25,86390,248
11,2024-03-31,76.37,147213,106
11,2024-04-01,76.56,59677,283
11,2024-04-02,76.71,50488,498
11,2024-04-03,76.81,78962,246
11,2024-04-04,76.91,57907,361
11,2024-04-05,77.05,98156,430
11,2024-04-06,77.14,58059,216
11,2024-04-07,77.3,128851,451
11,2024-04-08,77.43,94306,407
11,2024-04-09,77.56,107679,346
11,2024-04-10,77.7,81439,348
11,2024-04-11,77.77,110630,206
11,2024-04-12,78.0,105284,355
11,2024-04-13,78.17,71818,239
11,2024-04-14,78.31,95015,229
11,2024-04-15,78.43,85622,282
11,2024-04-16,78.58,58288,387
11,2024-04-17,78.64,144376,178
11,2024-04-18,78.81,122514,301
11,2024-04-19,78.89,57442,476
11,2024-04-20,79.05,66131,231
11,2024-04-21,79.21,70053,316
11,2024-04-22,79.27,119843,255
11,2024-04-23,79.48,146515,174
11,2024-04-24,79.61,147576,461
11,2024-04-25,79.81,79526,432
11,2024-04-26,79.89,131160,218
11,2024-04-27,79.94,50743,278
11,2024-04-28,80.05,137552,412
11,2024-04-29,80.15,144359,196
11,2024-04-30,80.37,146949,420
11,2024-05-01,80.46,74588,353
11,2024-05-02,80.58,119012,385
11,2024-05-03,80.78,83996,194
11,2024-05-04,80.98,65162,285
11,2024-05-05,81.1,111744,116
11,2024-05-06,81.27,99689,464
11,2024-05-07,81.33,102987,239
11,2024-05-08,81.58,146597,438
11,2024-05-09,81.7,135476,237
11,2024-05-10,81.82,77821,283
11,2024-05-11,82.05,64107,306
11,2024-05-12,82.17,135867,456
11,2024-05-13,82.29,77522,214
11,2024-05-14,82.44,136599,376
11,2024-05-15,82.58,88240,293
11,2024-05-16,82.71,121079,395
11,2024-05-17,82.87,86871,470
12,2022-12-20,0.16,68314,283
12,2022-12-21,0.37,144533,343
12,2022-12-22,0.58,75978,445
12,2022-12-23,0.65,140885,228
12,2022-12-24,0.79,146643,447
12,2022-12-25,0.85,53692,379
12,2022-12-26,1.04,103957,447
12,2022-12-27,1.15,66909,110
12,2022-12-28,1.3,57157,151
12,2022-12-29,1.51,135290,116
12,2022-12-30,1.65,70315,443
12,2022-12-31,1.87,109003,484
12,2023-01-01,2.03,61652,363
12,2023-01-02,2.27,77060,310
12,2023-01-03,2.36,122101,255
12,2023-01-04,2.58,136588,494
12,2023-01-05,2.78,74891,322
12,2023-01-06,2.97,135167,439
12,2023-01-07,3.2,81255,152
12,2023-01-08,3.37,82865,375
12,2023-01-09,3.47,66080,237
12,2023-01-10,3.65,123357,394
12,2023-01-11,3.82,91238,288
12,2023-01-12,4.03,133968,117
12,2023-01-13,4.24,103100,258
12,2023-01-14,4.4,90157,403
12,2023-01-15,4.58,85690,101
12,2023-01-16,4.73,100276,274
12,2023-01-17,4.79,88414,415
12,2023-01-18,4.97,97248,137
12,2023-01-19,5.19,84142,488
12,2023-01-20,5.35,102991,348
12,2023-01-21,5.53,87606,339
12,2023-01-22,5.67,144918,320
12,2023-01-23,5.79,88059,305
12,2023-01-24,6.02,111486,198
12,2023-01-25,6.24,55522,380
12,2023-01-26,6.3,69445,223
12,2023-01-27,6.41,104732,292
12,2023-01-28,6.55,149426,110
12,2023-01-29,6.62,137404,203
12,2023-01-30,6.74,102065,292
12,2023-01-31,6.8,72001,131
12,2023-02-01,6.96,104402,492
12,2023-02-02,7.07,57311,162
12,2023-02-03,7.21,148134,271
12,2023-02-04,7.31,118029,349
12,2023-02-05,7.37,119012,350
12,2023-02-06,7.49,135062,324
12,2023-02-07,7.7,144981,472
12,2023-02-08,7.82,125857,428
12,2023-02-09,7.88,104895,232
12,2023-02-10,8.01,112318,201
12,2023-02-11,8.11,95148,497
12,2023-02-12,8.17,124919,123
12,2023-02-13,8.36,63961,194
12,2023-02-14,8.53,65674,239
12,2023-02-15,8.64,76385,491
12,2023-02-16,8.78,113044,395
12,2023-02-17,8.89,98777,142
12,2023-02-18,9.06,72854,173
12,2023-02-19,9.2,67409,247
12,2023-02-20,9.29,103669,301
12,2023-02-21,9.48,125797,436
12,2023-02-22,9.62,123550,221
12,2023-02-23,9.81,101770,366
12,2023-02-24,9.88,122792,101
12,2023-02-25,9.96,78403,133
12,2023-02-26,10.11,92076,197
12,2023-02-27,10.32,109427,156
12,2023-02-28,10.43,149207,348
12,2023-03-01,10.5,97862,464
12,2023-03-02,10.63,141965,335
12,2023-03-03,10.74,52461,490
12,2023-03-04,10.9,96357,429
12,2023-03-05,11.0,140641,457
12,2023-03-06,11.12,56257,230
12,2023-03-07,11.33,122184,480
12,2023-03-08,11.57,62618,226
12,2023-03-09,11.72,123076,252
12,2023-03-10,11.88,100244,172
12,2023-03-11,12.06,66609,189
12,2023-03-12,12.21,74990,429
12,2023-03-13,12.34,128697,300
12,2023-03-14,12.51,84050,151
12,2023-03-15,12.67,66460,199
12,2023-03-16,12.75,82013,215
12,2023-03-17,12.99,149083,237
12,2023-03-18,13.23,147576,443
12,2023-03-19,13.29,141475,486
12,2023-03-20,13.41,106919,392
12,2023-03-21,13.53,136058,295
12,2023-03-22,13.7,72980,270
12,2023-03-23,13.89,143578,256
12,2023-03-24,14.06,54106,307
12,2023-03-25,14.28,90186,357
12,2023-03-26,14.37,111295,275
12,2023-03-27,14.42,121450,485
12,2023-03-28,14.55,113261,141
12,2023-03-29,14.71,135353,333
12,2023-03-30,14.92,105749,324
12,2023-03-31,15.11,62784,189
12,2023-04-01,15.27,85846,122
12,2023-04-02,15.48,145915,151
12,2023-04-03,15.55,110361,442
12,2023-04-04,15.67,107666,144
12,2023-04-05,15.74,130643,429
12,2023-04-06,15.85,67295,370
12,2023-04-07,16.03,93791,215
12,2023-04-08,16.25,137082,454
12,2023-04-09,16.36,112179,467
12,2023-04-10,16.41,104430,344
12,2023-04-11,16.58,112229,213
12,2023-04-12,16.63,126548,307
12,2023-04-13,16.8,74590,216
12,2023-04-14,16.91,104981,308
12,2023-04-15,16.96,98692,431
12,2023-04-16,17.12,128184,215
12,2023-04-17,17.37,118421,125
12,2023-04-18,17.5,54884,355
12,2023-04-19,17.73,137322,107
12,2023-04-20,17.96,116839,227
12,2023-04-21,18.06,98611,274
12,2023-04-22,18.27,89980,394
12,2023-04-23,18.38,100753,397
12,2023-04-24,18.6,108382,345
12,2023-04-25,18.75,62849,458
12,2023-04-26,18.96,111585,407
12,2023-04-27,19.16,68773,270
12,2023-04-28,19.27,116705,377
12,2023-04-29,19.45,55706,367
12,2023-04-30,19.63,107445,340
12,2023-05-01,19.82,137167,277
12,2023-05-02,20.03,125277,194
12,2023-05-03,20.25,135749,129
12,2023-05-04,20.49,130390,346
12,2023-05-05,20.73,81112,217
12,2023-05-06,20.82,61203,240
12,2023-05-07,21.0,138580,206
12,2023-05-08,21.11,132811,408
12,2023-05-09,21.3,128641,420
12,2023-05-10,21.51,114435,134
12,2023-05-11,21.6,75162,357
12,2023-05-12,21.68,51697,102
12,2023-05-13,21.8,95292,212
12,2023-05-14,22.02,132463,484
12,2023-05-15,22.19,71912,214
12,2023-05-16,22.33,76659,284
12,2023-05-17,22.49,73249,253
12,2023-05-18,22.58,111945,106
12,2023-05-19,22.74,101258,106
12,2023-05-20,22.82,58705,438
12,2023-05-21,23.04,130184,107
12,2023-05-22,23.12,68113,258
12,2023-05-23,23.29,56175,333
12,2023-05-24,23.53,147766,434
12,2023-05-25,23.67,110799,360
12,2023-05-26,23.86,121018,276
12,2023-05-27,23.94,75225,424
12,2023-05-28,24.04,78184,224
12,2023-05-29,24.26,145421,283
12,2023-05-30,24.39,59588,419
12,2023-05-31,24.58,57132,257
12,2023-06-01,24.72,91107,314
12,2023-06-02,24.77,128407,151
12,2023-06-03,25.0,131251,197
12,2023-06-04,25.24,136839,445
12,2023-06-05,25.4,62305,193
12,2023-06-06,25.48,75942,170
12,2023-06-07,25.73,71296,365
12,2023-06-08,25.97,147453,281
12,2023-06-09,26.19,57506,365
12,2023-06-10,26.36,118806,416
12,2023-06-11,26.46,86338,394
12,2023-06-12,26.7,96383,326
12,2023-06-13,26.88,69199,182
12,2023-06-14,27.12,98914,283
12,2023-06-15,27.36,69503,473
12,2023-06-16,27.56,117565,221
12,2023-06-17,27.69,63152,198
12,2023-06-18,27.9,59370,309
12,2023-06-19,28.03,93668,408
12,2023-06-20,28.14,56760,410
12,2023-06-21,28.25,101337,220
12,2023-06-22,28.39,71318,115
12,2023-06-23,28.6,77923,245
12,2023-06-24,28.73,77962,161
12,2023-06-25,28.81,66172,407
12,2023-06-26,28.98,115805,242
12,2023-06-27,29.04,71832,278
12,2023-06-28,29.1,117472,135
12,2023-06-29,29.21,144452,156
12,2023-06-30,29.34,146174,391
12,2023-07-01,29.52,117933,382
12,2023-07-02,29.77,107215,174
12,2023-07-03,29.91,62686,222
12,2023-07-04,30.03,70697,235
12,2023-07-05,30.23,105243,259
12,2023-07-06,30.43,127819,372
12,2023-07-07,30.55,68927,104
12,2023-07-08,30.76,82971,455
12,2023-07-09,30.94,79882,249
12,2023-07-10,31.16,106047,262
12,2023-07-11,31.35,59577,449
12,2023-07-12,31.6,78154,430
12,2023-07-13,31.77,85979,179
12,2023-07-14,31.91,119029,320
12,2023-07-15,32.08,70368,198
12,2023-07-16,32.27,112513,225
12,2023-07-17,32.37,143866,419
12,2023-07-18,32.54,133548,362
12,2023-07-19,32.65,124716,180
12,2023-07-20,32.72,83231,239
12,2023-07-21,32.8,63568,122
12,2023-07-22,32.89,114546,385
12,2023-07-23,32.98,148227,316
12,2023-07-24,33.05,138282,389
12,2023-07-25,33.18,137357,297
12,2023-07-26,33.37,71128,339
12,2023-07-27,33.49,125932,389
12,2023-07-28,33.59,51931,463
12,2023-07-29,33.79,141201,258
12,2023-07-30,33.92,70143,309
12,2023-07-31,34.1,53990,493
12,2023-08-01,34.22,123847,194
12,2023-08-02,34.42,63556,467
12,2023-08-03,34.61,99169,142
12,2023-08-04,34.8,76255,181
12,2023-08-05,35.04,56264,329
12,2023-08-06,35.18,137534,462
12,2023-08-07,35.41,105301,133
12,2023-08-08,35.56,78948,434
12,2023-08-09,35.69,129199,279
12,2023-08-10,35.9,134766,457
12,2023-08-11,35.97,57718,251
12,2023-08-12,36.06,118483,424
12,2023-08-13,36.12,114567,352
12,2023-08-14,36.26,145371,435
12,2023-08-15,36.5,57114,274
12,2023-08-16,36.63,118708,204
12,2023-08-17,36.74,136142,196
12,2023-08-18,36.94,141661,300
12,2023-08-19,37.06,131149,207
12,2023-08-20,37.21,76862,180
12,2023-08-21,37.29,117691,448
12,2023-08-22,37.41,81700,302
12,2023-08-23,37.56,73388,419
12,2023-08-24,37.73,60592,368
12,2023-08-25,37.92,108916,467
12,2023-08-26,37.99,85080,185
12,2023-08-27,38.13,113874,191
12,2023-08-28,38.3,104294,147
12,2023-08-29,38.52,95075,191
12,2023-08-30,38.76,118444,178
12,2023-08-31,38.93,51207,439
12,2023-09-01,39.04,120731,378
12,2023-09-02,39.27,54740,472
12,2023-09-03,39.37,98219,211
12,2023-09-04,39.57,106930,174
12,2023-09-05,39.63,124990,320
12,2023-09-06,39.84,141595,392
12,2023-09-07,40.06,64210,280
12,2023-09-08,40.24,121791,458
12,2023-09-09,40.29,95355,170
12,2023-09-10,40.37,66162,333
12,2023-09-11,40.44,69479,288
12,2023-09-12,40.59,147483,341
12,2023-09-13,40.81,104133,170
12,2023-09-14,40.91,146170,263
12,2023-09-15,40.97,103940,272
12,2023-09-16,41.16,121926,256
12,2023-09-17,41.25,120732,417
12,2023-09-18,41.38,133493,403
12,2023-09-19,41.62,112144,179
12,2023-09-20,41.86,142119,345
12,2023-09-21,42.1,72991,387
12,2023-09-22,42.34,64699,121
12,2023-09-23,42.53,105502,439
12,2023-09-24,42.69,114626,415
12,2023-09-25,42.88,57537,131
12,2023-09-26,43.01,132316,208
12,2023-09-27,43.08,102556,328
12,2023-09-28,43.28,50521,466
12,2023-09-29,43.36,126477,270
12,2023-09-30,43.47,65345,314
12,2023-10-01,43.66,121277,182
12,2023-10-02,43.81,105950,349
12,2023-10-03,43.97,117403,217
12,2023-10-04,44.19,66888,385
12,2023-10-05,44.33,101069,391
12,2023-10-06,44.56,128546,123
12,2023-10-07,44.71,103175,126
12,2023-10-08,44.9,71950,345
12,2023-10-09,45.07,130655,197
12,2023-10-10,45.19,89476,470
12,2023-10-11,45.42,102214,263
12,2023-10-12,45.51,136687,453
12,2023-10-13,45.71,50488,137
12,2023-10-14,45.83,124917,204
12,2023-10-15,45.89,52717,175
12,2023-10-16,46.05,116750,173
12,2023-10-17,46.27,100367,196
12,2023-10-18,46.4,97014,200
12,2023-10-19,46.46,54034,226
12,2023-10-20,46.69,110993,170
12,2023-10-21,46.77,53076,228
12,2023-10-22,46.83,120760,410
12,2023-10-23,46.97,79156,355
12,2023-10-24,47.04,77848,286
12,2023-10-25,47.26,99005,238
12,2023-10-26,47.4,112538,100
12,2023-10-27,47.51,60478,489
12,2023-10-28,47.66,131429,202
12,2023-10-29,47.74,103073,241
12,2023-10-30,47.85,61257,338
12,2023-10-31,48.01,120385,144
12,2023-11-01,48.26,110997,313
12,2023-11-02,48.42,101862,178
12,2023-11-03,48.58,143564,342
12,2023-11-04,48.72,94765,147
12,2023-11-05,48.92,144160,120
12,2023-11-06,49.16,68499,419
12,2023-11-07,49.22,77871,495
12,2023-11-08,49.28,108568,363
12,2023-11-09,49.49,73717,273
12,2023-11-10,49.56,50811,473
12,2023-11-11,49.73,56663,140
12,2023-11-12,49.81,110223,352
12,2023-11-13,50.0,132722,330
12,2023-11-14,50.1,139525,404
12,2023-11-15,50.2,130441,308
12,2023-11-16,50.43,58199,372
12,2023-11-17,50.6,127772,373
12,2023-11-18,50.74,144395,315
12,2023-11-19,50.92,59160,307
12,2023-11-20,51.04,83970,360
12,2023-11-21,51.16,138387,164
12,2023-11-22,51.4,76330,357
12,2023-11-23,51.51,55798,372
12,2023-11-24,51.63,84230,158
12,2023-11-25,51.71,99074,145
12,2023-11-26,51.79,142855,381
12,2023-11-27,52.02,143570,231
12,2023-11-28,52.21,60938,257
12,2023-11-29,52.42,104113,351
12,2023-11-30,52.52,125105,295
12,2023-12-01,52.59,66947,432
12,2023-12-02,52.81,121028,293
12,2023-12-03,52.96,64920,147
12,2023-12-04,53.04,115082,475
12,2023-12-05,53.11,120087,364
12,2023-12-06,53.24,94221,266
12,2023-12-07,53.39,142350,342
12,2023-12-08,53.57,112588,438
12,2023-12-09,53.68,66115,118
12,2023-12-10,53.76,114598,383
12,2023-12-11,53.87,113261,444
12,2023-12-12,53.95,60770,377
12,2023-12-13,54.19,50435,182
12,2023-12-14,54.31,111978,155
12,2023-12-15,54.49,134562,168
12,2023-12-16,54.61,89643,405
12,2023-12-17,54.82,116341,370
12,2023-12-18,55.0,142331,213
12,2023-12-19,55.19,83300,244
12,2023-12-20,55.26,61658,485
12,2023-12-21,55.38,92282,343
12,2023-12-22,55.61,88963,236
12,2023-12-23,55.77,132213,420
12,2023-12-24,55.87,60306,425
12,2023-12-25,56.03,134319,205
12,2023-12-26,56.2,88755,358
12,2023-12-27,56.28,131115,242
12,2023-12-28,56.52,86099,285
12,2023-12-29,56.61,59936,355
12,2023-12-30,56.79,89566,463
12,2023-12-31,57.01,111425,499
12,2024-01-01,57.14,76008,278
12,2024-01-02,57.36,104867,258
12,2024-01-03,57.5,138673,218
12,2024-01-04,57.62,113187,417
12,2024-01-05,57.74,65505,166
12,2024-01-06,57.81,90111,407
12,2024-01-07,58.01,126017,492
12,2024-01-08,58.16,60539,290
12,2024-01-09,58.41,51180,333
12,2024-01-10,58.5,102852,228
12,2024-01-11,58.65,79331,163
12,2024-01-12,58.89,146368,348
12,2024-01-13,58.95,112533,457
12,2024-01-14,59.19,74540,446
12,2024-01-15,59.39,133776,193
12,2024-01-16,59.53,133572,207
12,2024-01-17,59.7,132582,346
12,2024-01-18,59.82,59858,229
12,2024-01-19,60.05,58012,112
12,2024-01-20,60.1,61026,115
12,2024-01-21,60.24,131818,417
12,2024-01-22,60.48,132691,134
12,2024-01-23,60.58,70062,382
12,2024-01-24,60.77,82935,123
12,2024-01-25,60.83,55468,132
12,2024-01-26,61.01,98990,451
12,2024-01-27,61.22,97764,155
12,2024-01-28,61.32,67640,385
12,2024-01-29,61.38,54589,328
12,2024-01-30,61.54,57795,111
12,2024-01-31,61.73,122358,430
12,2024-02-01,61.85,144995,311
12,2024-02-02,62.07,63353,440
12,2024-02-03,62.21,133921,232
12,2024-02-04,62.39,100440,188
12,2024-02-05,62.62,108405,278
12,2024-02-06,62.86,149994,119
12,2024-02-07,63.09,79101,331
12,2024-02-08,63.26,83509,116
12,2024-02-09,63.45,51175,159
12,2024-02-10,63.68,73218,227
12,2024-02-11,63.87,52906,199
12,2024-02-12,64.06,60741,413
12,2024-02-13,64.11,129077,256
12,2024-02-14,64.33,90737,167
12,2024-02-15,64.43,91695,265
12,2024-02-16,64.5,73953,418
12,2024-02-17,64.6,94715,135
12,2024-02-18,64.75,62853,482
12,2024-02-19,64.85,129827,337
12,2024-02-20,64.96,80421,289
12,2024-02-21,65.11,91717,466
12,2024-02-22,65.23,65391,273
12,2024-02-23,65.45,91766,473
12,2024-02-24,65.52,84849,291
12,2024-02-25,65.61,58774,487
12,2024-02-26,65.68,62223,224
12,2024-02-27,65.86,140316,246
12,2024-02-28,66.04,120480,209
12,2024-02-29,66.13,96445,268
12,2024-03-01,66.32,80113,287
12,2024-03-02,66.38,84015,474
12,2024-03-03,66.5,79094,472
12,2024-03-04,66.65,59396,430
12,2024-03-05,66.84,109117,280
12,2024-03-06,67.0,80486,387
12,2024-03-07,67.09,130206,106
12,2024-03-08,67.25,58186,324
12,2024-03-09,67.36,117024,342
12,2024-03-10,67.45,137934,418
12,2024-03-11,67.63,73261,196
12,2024-03-12,67.88,57817,419
12,2024-03-13,67.96,64512,472
12,2024-03-14,68.01,70996,275
12,2024-03-15,68.13,138430,246
12,2024-03-16,68.36,68229,473
12,2024-03-17,68.47,146204,120
12,2024-03-18,68.66,143960,497
12,2024-03-19,68.88,142469,365
12,2024-03-20,69.05,120690,156
12,2024-03-21,69.18,120564,188
12,2024-03-22,69.27,77227,499
12,2024-03-23,69.37,126838,414
12,2024-03-24,69.43,87575,305
12,2024-03-25,69.6,62841,330
12,2024-03-26,69.74,112687,217
12,2024-03-27,69.96,86322,111
12,2024-03-28,70.09,100037,433
12,2024-03-29,70.28,130228,483
12,2024-03-30,70.4,137701,206
12,2024-03-31,70.61,114711,325
12,2024-04-01,70.67,59744,373
12,2024-04-02,70.9,131925,346
12,2024-04-03,70.99,92665,277
12,2024-04-04,71.23,107078,331
12,2024-04-05,71.29,88285,376
12,2024-04-06,71.48,62746,333
12,2024-04-07,71.72,132576,224
12,2024-04-08,71.93,95385,245
12,2024-04-09,72.1,69578,449
12,2024-04-10,72.34,113755,127
12,2024-04-11,72.53,72937,327
12,2024-04-12,72.65,130335,274
12,2024-04-13,72.79,117932,246
12,2024-04-14,72.87,86778,151
12,2024-04-15,73.04,133900,315
12,2024-04-16,73.22,118108,158
12,2024-04-17,73.36,92920,219
12,2024-04-18,73.48,95900,457
12,2024-04-19,73.73,128530,469
12,2024-04-20,73.83,111147,127
12,2024-04-21,73.89,130257,122
12,2024-04-22,74.09,88055,433
12,2024-04-23,74.32,61035,434
12,2024-04-24,74.43,141906,311
12,2024-04-25,74.62,100894,128
12,2024-04-26,74.78,100790,230
12,2024-04-27,74.9,63000,336
12,2024-04-28,75.1,76591,490
12,2024-04-29,75.16,147425,110
12,2024-04-30,75.35,90900,367
12,2024-05-01,75.54,86365,230
12,2024-05-02,75.67,101742,121
12,2024-05-03,75.8,68957,169
12,2024-05-04,75.98,111730,262
12,2024-05-05,76.17,78106,194
12,2024-05-06,76.3,83749,359
12,2024-05-07,76.43,50224,222
12,2024-05-08,76.64,110958,320
12,2024-05-09,76.7,83938,407
12,2024-05-10,76.76,121661,372
12,2024-05-11,76.97,87568,120
12,2024-05-12,77.06,100622,342
12,2024-05-13,77.21,75683,298
12,2024-05-14,77.36,100989,226
12,2024-05-15,77.52,132581,122
12,2024-05-16,77.75,107399,480
12,2024-05-17,77.9,82953,442
12,2024-05-18,78.03,53499,261
12,2024-05-19,78.11,134841,207
12,2024-05-20,78.33,136933,432
12,2024-05-21,78.57,61837,273
12,2024-05-22,78.72,144769,469
12,2024-05-23,78.84,102284,278
12,2024-05-24,79.0,68937,214
12,2024-05-25,79.1,106256,490
12,2024-05-26,79.17,57351,129
12,2024-05-27,79.37,76294,158
12,2024-05-28,79.53,129223,485
12,2024-05-29,79.65,112583,399
12,2024-05-30,79.8,139927,461
12,2024-05-31,79.94,139930,500
12,2024-06-01,80.18,84094,460
12,2024-06-02,80.35,113108,215
12,2024-06-03,80.43,102881,231
12,2024-06-04,80.65,132002,422
12,2024-06-05,80.8,68398,141
12,2024-06-06,80.89,105283,473
12,2024-06-07,80.98,58765,383
12,2024-06-08,81.14,67003,408
12,2024-06-09,81.35,54378,216
12,2024-06-10,81.53,141874,157
12,2024-06-11,81.63,125561,401
12,2024-06-12,81.7,98590,150
12,2024-06-13,81.8,68297,325
12,2024-06-14,81.89,134095,223
12,2024-06-15,82.08,100936,267
12,2024-06-16,82.15,121266,168
12,2024-06-17,82.24,68400,209
12,2024-06-18,82.33,71332,319
12,2024-06-19,82.4,67681,377
12,2024-06-20,82.65,116236,251
12,2024-06-21,82.82,117959,244
12,2024-06-22,82.92,131770,430
12,2024-06-23,83.13,89685,446
12,2024-06-24,83.22,62385,394
12,2024-06-25,83.41,85050,123
12,2024-06-26,83.61,108615,399
12,2024-06-27,83.73,107328,216
12,2024-06-28,83.93,73460,288
12,2024-06-29,83.99,148899,249
12,2024-06-30,84.12,133955,258
12,2024-07-01,84.25,137985,429
12,2024-07-02,84.39,85725,102
12,2024-07-03,84.6,86634,325
12,2024-07-04,84.7,80364,214
12,2024-07-05,84.9,108115,127
12,2024-07-06,85.09,81284,242
12,2024-07-07,85.33,88152,344
12,2024-07-08,85.47,78127,140
12,2024-07-09,85.64,131732,232
12,2024-07-10,85.77,63764,194
12,2024-07-11,85.94,129408,411
12,2024-07-12,86.01,134007,372
12,2024-07-13,86.08,79549,125
12,2024-07-14,86.15,54587,372
12,2024-07-15,86.34,108591,424
12,2024-07-16,86.41,57493,146
12,2024-07-17,86.47,117899,253
12,2024-07-18,86.56,110991,243
12,2024-07-19,86.71,93099,357
12,2024-07-20,86.8,88575,257
12,2024-07-21,87.05,79635,150
12,2024-07-22,87.25,111797,357
12,2024-07-23,87.41,74979,375
12,2024-07-24,87.57,99482,242
12,2024-07-25,87.8,93830,255
12,2024-07-26,87.93,72322,156
12,2024-07-27,88.05,121003,364
12,2024-07-28,88.21,83255,444
12,2024-07-29,88.38,87514,465
12,2024-07-30,88.46,87692,350
12,2024-07-31,88.58,61803,474
12,2024-08-01,88.76,56873,493
12,2024-08-02,88.84,127366,426
12,2024-08-03,89.07,97914,282
12,2024-08-04,89.18,55739,193
12,2024-08-05,89.4,52068,199
12,2024-08-06,89.51,84584,281
12,2024-08-07,89.76,81738,238
12,2024-08-08,89.95,126810,245
12,2024-08-09,90.14,53613,225
12,2024-08-10,90.21,119849,404
12,2024-08-11,90.27,85894,117
12,2024-08-12,90.52,93162,153
12,2024-08-13,90.62,67896,426
12,2024-08-14,90.79,77461,307
12,2024-08-15,90.84,71470,456
12,2024-08-16,91.03,120943,436
12,2024-08-17,91.28,128963,416
12,2024-08-18,91.38,131764,261
12,2024-08-19,91.59,50649,121
12,2024-08-20,91.73,68963,297
13,2023-01-15,0.12,58934,463
13,2023-01-16,0.35,117394,123
13,2023-01-17,0.59,143317,268
13,2023-01-18,0.81,87918,278
13,2023-01-19,0.94,52053,298
13,2023-01-20,1.08,63253,313
13,2023-01-21,1.17,127538,164
13,2023-01-22,1.35,74472,221
13,2023-01-23,1.46,136186,102
13,2023-01-24,1.56,65030,444
13,2023-01-25,1.68,97058,185
13,2023-01-26,1.88,90450,188
13,2023-01-27,1.99,116927,106
13,2023-01-28,2.15,53603,227
13,2023-01-29,2.22,138527,269
13,2023-01-30,2.45,129513,417
13,2023-01-31,2.63,78830,353
13,2023-02-01,2.68,149610,386
13,2023-02-02,2.74,101442,456
13,2023-02-03,2.91,141395,465
13,2023-02-04,3.05,148507,196
13,2023-02-05,3.2,55514,234
13,2023-02-06,3.31,51537,418
13,2023-02-07,3.52,51455,435
13,2023-02-08,3.7,75669,125
13,2023-02-09,3.93,118542,101
13,2023-02-10,4.12,134258,498
13,2023-02-11,4.23,97776,500
13,2023-02-12,4.43,125037,174
13,2023-02-13,4.6,127228,430
13,2023-02-14,4.71,110995,250
13,2023-02-15,4.82,123590,185
13,2023-02-16,4.91,77352,249
13,2023-02-17,5.01,81895,211
13,2023-02-18,5.19,57276,348
13,2023-02-19,5.26,101433,254
13,2023-02-20,5.42,106573,489
13,2023-02-21,5.63,135834,441
13,2023-02-22,5.85,130393,227
13,2023-02-23,6.09,61421,114
13,2023-02-24,6.3,58524,491
13,2023-02-25,6.5,102187,359
13,2023-02-26,6.71,115524,126
13,2023-02-27,6.9,127709,387
13,2023-02-28,6.99,71560,226
13,2023-03-01,7.1,103060,445
13,2023-03-02,7.27,143372,385
13,2023-03-03,7.33,62810,138
13,2023-03-04,7.45,83665,257
13,2023-03-05,7.62,54179,277
13,2023-03-06,7.7,73519,312
13,2023-03-07,7.85,89691,176
13,2023-03-08,8.0,143632,133
13,2023-03-09,8.23,131497,164
13,2023-03-10,8.42,125003,162
13,2023-03-11,8.54,91148,444
13,2023-03-12,8.72,65413,151
13,2023-03-13,8.77,140207,291
13,2023-03-14,8.99,68826,403
13,2023-03-15,9.1,128447,258
13,2023-03-16,9.29,59214,112
13,2023-03-17,9.43,98882,280
13,2023-03-18,9.59,126291,407
13,2023-03-19,9.66,142407,215
13,2023-03-20,9.77,77008,465
13,2023-03-21,9.9,145022,148
13,2023-03-22,10.07,132301,349
13,2023-03-23,10.24,124221,114
13,2023-03-24,10.4,74337,230
